freq,airpol,indic_env,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,CO2,AEMIS_CONS_FP,KG_HAB,EU27_2020	9574.698 	9546.2 	8825.245 	8617.444 	8361.588 	8219.189 	8133.977 	8319.634 	8356.592 	8111.902 	7120.795 	7755.23 	7957.589 
A,CO2,AEMIS_CONS_FP,KG_HAB,FI	13916.802 	12565.011 	11694.118 	11382.097 	10737.178 	9940.245 	10659.756 	10090.85 	10869.062 	10041.366 	8427.487 	8904.245 	8716.987 
A,CO2,AEMIS_CONS_FP,KG_HAB,FR	8550.881 	8739.885 	8189.17 	8164.566 	7631.324 	7437.954 	7302.031 	7446.834 	7276.206 	7161.681 	6187.324 	6668.546 	6748.628 
A,CO2,AEMIS_CONS_FP,KG_HAB,HR	6628.634 	6465.849 	6041.558 	6188.476 	5811.177 	5885.16 	6136.338 	6629.292 	6582.943 	6805.494 	6104.956 	6675.002 	7650.431 
A,CO2,AEMIS_CONS_FP,KG_HAB,HU	6262.191 	5932.764 	5324.279 	5346.912 	5469.557 	5289.291 	5143.396 	5667.954 	6084.352 	6304.272 	5541.106 	6079.206 	6319.569 
A,CO2,AEMIS_CONS_FP,KG_HAB,IE	11890.696 	10626.154 	10735.342 	10292.58 	10505.953 	11288.723 	12811.641 	12791.549 	11872.779 	16218.397 	13992.051 	10996.237 	10867.953 
A,CO2,AEMIS_CONS_FP,KG_HAB,IT	10027.195 	9742.604 	8569.344 	8021.323 	7681.739 	7666.913 	7551.884 	7649.092 	7686.802 	7495.762 	6374.422 	7371.132 	7879.673 
A,CO2,AEMIS_CONS_FP,KG_HAB,LT	7388.926 	7664.616 	7266.558 	6428.064 	6124.631 	6255.538 	6130.003 	6217.967 	6922.618 	6759.848 	5818.319 	6976.252 	7263.9 
A,CO2,AEMIS_CONS_FP,KG_HAB,LU	17041.536 	16784.448 	15040.289 	14156.995 	14024.695 	15081.371 	14615.48 	13471.405 	13224.282 	12659.583 	12418.585 	13207.086 	12424.066 
A,CO2,AEMIS_CONS_FP,KG_HAB,LV	6365.172 	6610.712 	6223.669 	6467.262 	6592.517 	6284.149 	5958.65 	6139.746 	6808.421 	6384.549 	5519.761 	6385.153 	6210.828 
A,CO2,AEMIS_CONS_FP,KG_HAB,MT	12410.188 	10771.914 	9905.759 	9837.113 	9876.79 	8689.573 	7618.477 	6511.25 	6677.859 	7191.405 	6375.317 	6493.627 	7331.688 
A,CO2,AEMIS_CONS_FP,KG_HAB,NL	11536.506 	10498.013 	10062.583 	10076.135 	9370.062 	9959.719 	9728.268 	9437.624 	9455.956 	9408.191 	8134.314 	8420.856 	8087.6 
A,CO2,AEMIS_CONS_FP,KG_HAB,PL	8964.924 	9087.932 	8580.723 	8314.758 	8229.411 	8025.848 	8187.623 	8538.626 	8680.075 	8178.229 	7680.525 	8743.156 	8528.825 
A,CO2,AEMIS_CONS_FP,KG_HAB,PT	6679.989 	6146.052 	5513.066 	5173.439 	5379.844 	5559.283 	5331.165 	5856.524 	5822.858 	5503.434 	4717.49 	4968.407 	5291.794 
A,CO2,AEMIS_CONS_FP,KG_HAB,RO	4501.418 	4963.749 	4590.402 	4038.91 	4092.178 	4204.323 	4254.533 	4590.551 	4810.383 	4867.913 	4656.552 	5124.655 	5295.304 
A,CO2,AEMIS_CONS_FP,KG_HAB,SE	9516.619 	9552.524 	8686.042 	8281.39 	7977.737 	7607.182 	7586.553 	7221.765 	7346.004 	6651.034 	5890 	6081.699 	5973.054 
A,CO2,AEMIS_CONS_FP,KG_HAB,SI	9614.655 	9276.624 	8433.751 	8058.146 	7783.192 	7582.708 	7710.729 	8141.563 	8383.145 	8340.48 	7483.588 	7965.859 	8230.868 
A,CO2,AEMIS_CONS_FP,KG_HAB,SK	7625.426 	7490.291 	6634.41 	6487.538 	6339.287 	6456.853 	6217.663 	6502.945 	6780.288 	6743.627 	6049.935 	6696.482 	6821.767 
A,CO2,AEMIS_CONS_FP,THS_T,AT	90362.534 	93005.916 	87712.306 	87970.054 	85076.65 	82076.836 	81625.619 	84063.217 	86245.724 	84867.28 	74663.52 	82889.385 	82543.585 
A,CO2,AEMIS_CONS_FP,THS_T,BE	133104.662 	125298.044 	120691.176 	118840.372 	117761.527 	116573.509 	115227.014 	115913.046 	119563.738 	116406.337 	103021.507 	112043.918 	113885.814 
A,CO2,AEMIS_CONS_FP,THS_T,BG	39951.697 	41489.839 	39185.297 	33867.049 	36357.324 	36973.44 	34645.76 	35809.749 	35144.651 	35243.734 	31457.543 	36876.273 	40772.567 
A,CO2,AEMIS_CONS_FP,THS_T,CY	14044.28 	12163.145 	11277.898 	9532.795 	10048.779 	9876.328 	10883.524 	11969.117 	12031.177 	11757.3 	10396.59 	10980.357 	11329.164 
A,CO2,AEMIS_CONS_FP,THS_T,CZ	104846.917 	108370.682 	94962.025 	94120.621 	90012.823 	90729.667 	91023.811 	92825.271 	94704.125 	91423.753 	81331.42 	88777.895 	92722.882 
A,CO2,AEMIS_CONS_FP,THS_T,DE	993098.036 	1025388.773 	962476.131 	987666.621 	945606.617 	907793.633 	889317.657 	905097.251 	904076.663 	864891.083 	775306.436 	830239.369 	861194.002 
A,CO2,AEMIS_CONS_FP,THS_T,DK	62727.531 	60155.712 	55470.57 	58531.052 	56287.695 	54250.493 	56191.345 	56009.152 	55833.451 	52643.755 	47567.105 	51317.929 	49377.158 
A,CO2,AEMIS_CONS_FP,THS_T,EE	15547.793 	15374.912 	15490.277 	16107.352 	16664.931 	15393.219 	16577.031 	16611.944 	16741.659 	13393.222 	12002.269 	13620.022 	14217.918 
A,CO2,AEMIS_CONS_FP,THS_T,EL	127545.682 	115743.871 	106690.171 	95334.566 	92920.445 	88680.871 	83920.939 	87762.14 	87636.484 	82512.734 	69826.213 	74593.648 	83888.287 
A,CO2,AEMIS_CONS_FP,THS_T,ES	378176.495 	368971.092 	331722.467 	301196.978 	315485.717 	318942.586 	316636.979 	337441.721 	341079.778 	324775.025 	266037.752 	297368.83 	315216.858 
A,CO2,AEMIS_CONS_FP,THS_T,EU27_2020	4228028.173 	4209072.906 	3896447.721 	3808084.962 	3700736.3 	3644794.687 	3614090.391 	3701998.304 	3726895.86 	3622577.628 	3179773.569 	3457707.695 	3559590.317 
A,CO2,AEMIS_CONS_FP,THS_T,FI	74640.708 	67703.696 	63311.613 	61906.906 	58641.224 	54467.881 	58578.587 	55582.559 	59948.583 	55444.464 	46600.153 	49338.572 	48432.503 
A,CO2,AEMIS_CONS_FP,THS_T,FR	554257.732 	569209.918 	535888.363 	536994.16 	506048.854 	494982.953 	487221.44 	498327.352 	488657.983 	482568.822 	418269.937 	452412.889 	459345.481 
A,CO2,AEMIS_CONS_FP,THS_T,HR	28478.946 	27692.721 	25791.785 	26194.075 	24402.724 	24458.815 	25189.313 	26825.793 	26275.878 	26889.146 	23890.336 	25883.429 	29504.652 
A,CO2,AEMIS_CONS_FP,THS_T,HU	62622.057 	59159.901 	52818.775 	52788.636 	53782.366 	51823.181 	50198.286 	55130.802 	59060.582 	61118.811 	53584.814 	58548.419 	60699.931 
A,CO2,AEMIS_CONS_FP,THS_T,IE	54223.416 	48668.677 	49377.56 	47590.997 	48933.995 	53079.089 	61018.286 	61750.501 	58153.132 	80710.14 	70516.395 	56197.204 	56652.856 
A,CO2,AEMIS_CONS_FP,THS_T,IT	599820.843 	584817.757 	515799.51 	483778.934 	463367.936 	461775.156 	453983.214 	458962.72 	462350.797 	447714.978 	378888.332 	435878.429 	465008.391 
A,CO2,AEMIS_CONS_FP,THS_T,LT	22885.588 	23209.338 	21720.751 	19035.105 	17989.592 	18210.553 	17638.011 	17675.435 	19516.244 	19002.533 	16351.622 	19591.966 	20568.742 
A,CO2,AEMIS_CONS_FP,THS_T,LU	8639.258 	8700.168 	7985.581 	7692.345 	7802.204 	8590.409 	8506.414 	8033.484 	8039.702 	7848.954 	7828.912 	8453.38 	8114.195 
A,CO2,AEMIS_CONS_FP,THS_T,LV	13351.299 	13616.143 	12660.928 	13016.315 	13144.041 	12427.075 	11676.195 	11924.91 	13121.012 	12218.891 	10490.024 	12032.757 	11672.524 
A,CO2,AEMIS_CONS_FP,THS_T,MT	5144.122 	4484.003 	4160.696 	4178.904 	4281.401 	3860.082 	3462.636 	3041.444 	3231.436 	3623.835 	3286.412 	3364.673 	3893.955 
A,CO2,AEMIS_CONS_FP,THS_T,NL	191683.599 	175244.107 	168598.192 	169323.72 	158026.162 	168716.876 	165675.455 	161678.727 	162941.47 	163183.887 	141874.638 	147643.246 	143158.468 
A,CO2,AEMIS_CONS_FP,THS_T,PL	341050.755 	345916.287 	326609.446 	316295.029 	312814.175 	304873.185 	310884.767 	324252.816 	329623.658 	310490.338 	288140.641 	323335.55 	314046.242 
A,CO2,AEMIS_CONS_FP,THS_T,PT	70628.187 	64938.172 	58060.411 	54186.552 	56055.857 	57715.572 	55212.296 	60557.18 	60177.095 	56985.012 	48990.408 	51709.728 	55399.096 
A,CO2,AEMIS_CONS_FP,THS_T,RO	91139.633 	100007.278 	92074.449 	80712.346 	81471.089 	83311.246 	83823.951 	89922.992 	93677.25 	94299.5 	89709.632 	97993.947 	100867.617 
A,CO2,AEMIS_CONS_FP,THS_T,SE	89248.049 	90263.836 	82685.68 	79504.486 	77353.015 	74544.195 	75282.012 	72634.33 	74747.158 	68365.23 	60981.772 	63345.829 	62639.065 
A,CO2,AEMIS_CONS_FP,THS_T,SI	19696.418 	19043.452 	17349.566 	16599.402 	16048.786 	15647.152 	15922.98 	16823.627 	17385.754 	17418.134 	15733.638 	16792.659 	17384.219 
A,CO2,AEMIS_CONS_FP,THS_T,SK	41111.936 	40435.466 	35876.097 	35119.59 	34350.371 	35020.685 	33766.869 	35371.024 	36930.676 	36780.73 	33025.548 	36477.392 	37054.145 
A,CO2,AEMIS_PRD,KG_HAB,AT	8313.118 	7994.878 	7533.275 	7308.946 	6852.822 	6921.992 	6818.938 	7142.903 	6754.622 	7151.448 	6378.212 	6772.652 	6720.927 
A,CO2,AEMIS_PRD,KG_HAB,BE	10739.248 	9770.88 	9430.367 	9344.851 	8809.107 	9069.577 	8985.707 	8909.826 	9007.514 	8965.576 	8069.413 	8233.107 	7804.408 
A,CO2,AEMIS_PRD,KG_HAB,BG	6654.415 	7417.095 	6793.639 	6124.995 	6571.857 	7102.321 	6866.625 	7236.253 	6740.171 	6639.461 	5810.374 	6786.605 	7506.285 
A,CO2,AEMIS_PRD,KG_HAB,CY	10536.821 	9643.287 	8746.686 	7859.036 	8272.922 	8158.648 	8615.214 	8798.21 	8665.362 	8322.514 	7824.881 	7872.148 	7835.637 
A,CO2,AEMIS_PRD,KG_HAB,CZ	10449.461 	10079.72 	9678.221 	9310.556 	9102.045 	9039.147 	9255.98 	9120.447 	9164.893 	8595.369 	7690.871 	8376.935 	8225.505 
A,CO2,AEMIS_PRD,KG_HAB,DE	10927.104 	10788.178 	10959.976 	11126.072 	10449.174 	10467.82 	10323.43 	10173.438 	9862.568 	9161.411 	8134.606 	8607.809 	8539.481 
A,CO2,AEMIS_PRD,KG_HAB,DK	15874.496 	15663.844 	14333.279 	13962.282 	12896.15 	13463.292 	14269.439 	14030.981 	14098.28 	13484.411 	11494.281 	12862.22 	11673.807 
A,CO2,AEMIS_PRD,KG_HAB,EE	15369.786 	15204.074 	14249.131 	15752.209 	15121.622 	12914.488 	14208.898 	15111.21 	14401.307 	10409.738 	7672.668 	8530.258 	9476.639 
A,CO2,AEMIS_PRD,KG_HAB,EL	9669.374 	9385.247 	9103.349 	8067 	7869.669 	7731.989 	7553.316 	8059.295 	7971.822 	7530.391 	6491.658 	6637.022 	6433.311 
A,CO2,AEMIS_PRD,KG_HAB,ES	6248.909 	6250.981 	6127.561 	5593.425 	5682.455 	6059.973 	5828.091 	6123.869 	5990.139 	5582.129 	4585.158 	4973.956 	5137.385 
A,CO2,AEMIS_PRD,KG_HAB,EU27_2020	8286.182 	8066.005 	7897.415 	7680.16 	7338.605 	7473.542 	7477.421 	7568.211 	7423.936 	7100.387 	6288.601 	6749.211 	6660.186 
A,CO2,AEMIS_PRD,KG_HAB,FI	12767.619 	11228.933 	10123.921 	10193.124 	9362.799 	8740.558 	9343.375 	8808.476 	9033.253 	8472.886 	7110.451 	7110.737 	7041.481 
A,CO2,AEMIS_PRD,KG_HAB,FR	6508.549 	6139.066 	6143.328 	6102.636 	5543.588 	5581.065 	5587.469 	5685.527 	5469.862 	5338.562 	4669.129 	5057.01 	4906.874 
A,CO2,AEMIS_PRD,KG_HAB,HR	4999.954 	4918.271 	4551.239 	4429.884 	4285.578 	4375.798 	4502.706 	4728.447 	4505.791 	4578.684 	4357.442 	4546.439 	4641.714 
A,CO2,AEMIS_PRD,KG_HAB,HU	5695.955 	5595.993 	5118.342 	4871.073 	4973.995 	5322.901 	5354.995 	5635.787 	5657.659 	5558.452 	5179.326 	5410.787 	5334.434 
A,CO2,AEMIS_PRD,KG_HAB,IE	10844.247 	10170.987 	10225.675 	10056.368 	9964.989 	10343.376 	11116.889 	11258.473 	11327.353 	10895.848 	8097.807 	8430.663 	9583.108 
A,CO2,AEMIS_PRD,KG_HAB,IT	7568.659 	7325.645 	6968.253 	6384.553 	6024.47 	6219.816 	6173.704 	6154.857 	6056.228 	5972.782 	5252.388 	5870.378 	5979.384 
A,CO2,AEMIS_PRD,KG_HAB,LT	5122.866 	5377.764 	5433.725 	5157.414 	5248.879 	5488.67 	5656.219 	6002.759 	6514.866 	6715.389 	7246.432 	7372.251 	6899.318 
A,CO2,AEMIS_PRD,KG_HAB,LU	18226.187 	16323.714 	15720.017 	15042.476 	14907.071 	16301.678 	15820.427 	15451.075 	15221.142 	15720.307 	14197.085 	14061.822 	12816.762 
A,CO2,AEMIS_PRD,KG_HAB,LV	4901.851 	4558.753 	4416.116 	4349.719 	4391.921 	4554.73 	4539.543 	4708.098 	5082.684 	5084.234 	4310.399 	4547.212 	4311.387 
A,CO2,AEMIS_PRD,KG_HAB,MT	6882.188 	6858.846 	7133.996 	6342.097 	6190.412 	4418.074 	3544.564 	3797.622 	3966.934 	5098.845 	4404.318 	5378.705 	6364.448 
A,CO2,AEMIS_PRD,KG_HAB,NL	11998.39 	11187.119 	10973.82 	10963.508 	10593.576 	10947.906 	10912.673 	10661.997 	10346.329 	10039.091 	8761.286 	8966.916 	8370.105 
A,CO2,AEMIS_PRD,KG_HAB,PL	9020.657 	8990.421 	8788.798 	8680.881 	8392.565 	8492.411 	8864.345 	9302.121 	9295.62 	8862.222 	8534.32 	9520.342 	9162.919 
A,CO2,AEMIS_PRD,KG_HAB,PT	5269.114 	5171.558 	5043.938 	4888.614 	4892.155 	5311.826 	5113.445 	5610.184 	5282.233 	4951.796 	4153.681 	4087.86 	4264.295 
A,CO2,AEMIS_PRD,KG_HAB,RO	4211.225 	4626.778 	4524.192 	4004.663 	4051.954 	4015.605 	3986.079 	4171.646 	4219.944 	4082.414 	3935.832 	4159.169 	3955.931 
A,CO2,AEMIS_PRD,KG_HAB,SE	6110.38 	5545.707 	5173.825 	4996.23 	4792.178 	4807.085 	4850.419 	4630.655 	4528.483 	4355.224 	3794.784 	3999.801 	3815.412 
A,CO2,AEMIS_PRD,KG_HAB,SI	7706.599 	7425.522 	7005.857 	6833.794 	6085.331 	6305.394 	6633.159 	6873.403 	6931.311 	6752.999 	6288.845 	6215.14 	5809.565 
A,CO2,AEMIS_PRD,KG_HAB,SK	7151.417 	7066.648 	6665.561 	6595.101 	6236.157 	6384.232 	6455.89 	6666.925 	6658.463 	6221.369 	5718.45 	6476.449 	5822.963 
A,CO2,AEMIS_PRD,THS_T,AT	69525.965 	67090.162 	63505.436 	61978.567 	58566.658 	59824.693 	59574.797 	62840.163 	59714.379 	63504.29 	56873.645 	60654.494 	60769.623 
A,CO2,AEMIS_PRD,THS_T,BE	117010.398 	107853.556 	104742.447 	104282.999 	98741.778 	102252.192 	101820.837 	101350.674 	102929.35 	103005.325 	93109.755 	95390.383 	91157.129 
A,CO2,AEMIS_PRD,THS_T,BG	49213.387 	54503.244 	49633.567 	43854.997 	46486.5 	49604.206 	47339.469 	49231.617 	45231.928 	43931.491 	38061.992 	44162.48 	48528.859 
A,CO2,AEMIS_PRD,THS_T,CY	8739.724 	8205.29 	7556.656 	6774.01 	7052.699 	6915.792 	7336.38 	7562.229 	7539.454 	7340.058 	6979.841 	7087.736 	7151.609 
A,CO2,AEMIS_PRD,THS_T,CZ	109451.937 	105797.63 	101725.699 	97893.717 	95802.18 	95327.373 	97801.754 	96626.013 	97422.151 	91728.655 	82275.844 	88006.165 	87783.561 
A,CO2,AEMIS_PRD,THS_T,DE	893584.999 	866020.813 	881465.061 	897268.832 	846200.195 	855080.701 	850120.695 	840905.856 	817663.908 	761248.753 	676480.915 	716135.924 	715591.264 
A,CO2,AEMIS_PRD,THS_T,DK	88066.669 	87256.573 	80145.561 	78397.266 	72779.098 	76518.389 	81735.491 	80888.327 	81680.303 	78404.057 	67027.795 	75330.587 	68910.912 
A,CO2,AEMIS_PRD,THS_T,EE	20464.486 	20182.481 	18847.268 	20761.364 	19878.053 	16987.808 	18695.926 	19907.266 	19038.196 	13812.66 	10200.981 	11353.193 	12782.47 
A,CO2,AEMIS_PRD,THS_T,EL	107536.403 	104222.218 	100546.584 	88456.353 	85719.684 	83666.948 	81394.317 	86675.125 	85560.624 	80737.708 	69451.648 	70148.058 	67143.703 
A,CO2,AEMIS_PRD,THS_T,ES	291054.786 	292187.694 	286604.768 	260677.07 	264011.015 	281317.895 	270762.268 	285196.115 	280230.76 	263021.565 	217150.422 	235983.489 	245495.622 
A,CO2,AEMIS_PRD,THS_T,EU27_2020	3659040.873 	3556431.151 	3486800.127 	3393894.94 	3247976.546 	3314138.075 	3322369.4 	3367636.491 	3310947.619 	3170859.568 	2808159.258 	3009169.353 	2979235.716 
A,CO2,AEMIS_PRD,THS_T,FI	68477.233 	60504.544 	54810.614 	55440.115 	51135.039 	47894.158 	51344.679 	48518.968 	49823.132 	46783.936 	39317.546 	39400.714 	39123.216 
A,CO2,AEMIS_PRD,THS_T,FR	421876.27 	399824.148 	402011.177 	401378.347 	367606.744 	371410.25 	372818.878 	380464.217 	367346.898 	359723.329 	315638.279 	343081.747 	333986.475 
A,CO2,AEMIS_PRD,THS_T,HR	21481.562 	21064.566 	19429.523 	18750.448 	17996.314 	18185.883 	18483.345 	19133.92 	17984.905 	18090.811 	17051.842 	17629.57 	17901.235 
A,CO2,AEMIS_PRD,THS_T,HU	56959.683 	55801.715 	50775.804 	48090.805 	48909.478 	52152.483 	52263.439 	54817.928 	54918.689 	53888.214 	50086.255 	52110.925 	51237.632 
A,CO2,AEMIS_PRD,THS_T,IE	49451.445 	46583.976 	47033.331 	46498.795 	46414.329 	48634.11 	52946.65 	54349.659 	55481.622 	54222.708 	40810.9 	43085.618 	49955.168 
A,CO2,AEMIS_PRD,THS_T,IT	452752.681 	439735.347 	419427.822 	385062.715 	363400.306 	374617.067 	371133.596 	369305.293 	364273.991 	356748.75 	312195.901 	347134.059 	352865.382 
A,CO2,AEMIS_PRD,THS_T,LT	15866.96 	16284.488 	16242.158 	15272.391 	15417.285 	15978.116 	16274.78 	17063.677 	18366.709 	18877.557 	20365.149 	20704.081 	19536.379 
A,CO2,AEMIS_PRD,THS_T,LU	9239.82 	8461.348 	8346.48 	8173.48 	8293.087 	9285.501 	9207.71 	9214.032 	9253.693 	9746.606 	8950.112 	9000.466 	8370.666 
A,CO2,AEMIS_PRD,THS_T,LV	10281.903 	9389.704 	8983.789 	8754.449 	8756.533 	9007.101 	8895.403 	9144.294 	9795.216 	9730.319 	8191.693 	8569.176 	8102.747 
A,CO2,AEMIS_PRD,THS_T,MT	2852.722 	2855.118 	2996.478 	2694.186 	2683.426 	1962.597 	1611.022 	1773.892 	1919.611 	2569.369 	2270.382 	2786.976 	3380.241 
A,CO2,AEMIS_PRD,THS_T,NL	199357.982 	186747.41 	183865.931 	184235.522 	178660.744 	185456.691 	185846.252 	182653.819 	178284.046 	174126.771 	152809.977 	157217.324 	148159.071 
A,CO2,AEMIS_PRD,THS_T,PL	343170.98 	342204.681 	334529.469 	330222.398 	319015.947 	322596.22 	336579.931 	353246.422 	352998.839 	336458.472 	320171.381 	352077.072 	337394.711 
A,CO2,AEMIS_PRD,THS_T,PT	55710.871 	54641.836 	53119.83 	51203.303 	50974.329 	55146.512 	52957.479 	58010.002 	54589.943 	51273.102 	43135.335 	42545.244 	44642.34 
A,CO2,AEMIS_PRD,THS_T,RO	85264.137 	93218.135 	90746.392 	80027.945 	80670.267 	79571.691 	78534.8 	81717.183 	82179.06 	79083.079 	75824.777 	79531.875 	75354.565 
A,CO2,AEMIS_PRD,THS_T,SE	57303.912 	52402.565 	49251.571 	47965.699 	46465.482 	47105.519 	48131.116 	46573.73 	46078.285 	44766.858 	39289.075 	41661.174 	40012.003 
A,CO2,AEMIS_PRD,THS_T,SI	15787.608 	15243.431 	14412.162 	14077.294 	12547.83 	13011.376 	13697.751 	14203.117 	14374.805 	14102.862 	13221.787 	13102.006 	12270.243 
A,CO2,AEMIS_PRD,THS_T,SK	38556.35 	38148.478 	36044.549 	35701.873 	33791.546 	34626.803 	35060.635 	36262.953 	36267.122 	33932.263 	31216.029 	35278.817 	31628.89 
A,GHG,AEMIS_CONS_FP,KG_HAB,AT	14086.866 	14612.569 	13700.574 	13607.091 	13152.787 	12391.598 	12169.129 	12427.516 	12890.999 	12667.891 	11084.692 	12074.985 	11732.029 
A,GHG,AEMIS_CONS_FP,KG_HAB,BE	15589.022 	14430.564 	13797.775 	13464.974 	13465.863 	13058.737 	12930.062 	12874.642 	13336.833 	12909.224 	11381.682 	12364.462 	12360.454 
A,GHG,AEMIS_CONS_FP,KG_HAB,BG	7171.294 	7373.751 	7110.911 	6380.832 	6944.582 	7071.938 	6818.613 	7132.684 	7165.937 	7422.142 	6898.815 	7874.943 	9315.162 
A,GHG,AEMIS_CONS_FP,KG_HAB,CY	21495.056 	18342.605 	16660.896 	14413.138 	15559.181 	15342.097 	16712.003 	18138.416 	17964.284 	17533.381 	15458.62 	16082.637 	16557.598 
A,GHG,AEMIS_CONS_FP,KG_HAB,CZ	12741.762 	13339.738 	11697.595 	11505.409 	11007.269 	11128.691 	11011.56 	11333.917 	11495.987 	11180.013 	10006.171 	11097.742 	11406.055 
A,GHG,AEMIS_CONS_FP,KG_HAB,DE	15134.05 	16348.208 	15146.61 	15329.497 	14699.707 	13832.59 	13372.593 	13691.628 	13694.254 	13249.41 	11961.423 	12689.868 	13105.984 
A,GHG,AEMIS_CONS_FP,KG_HAB,DK	13929.696 	13686.213 	12442.57 	13138.478 	12827.692 	11995.242 	12340.829 	12281.376 	12367.937 	11744.244 	10722.815 	11336.694 	10801.123 
A,GHG,AEMIS_CONS_FP,KG_HAB,EE	14663.83 	14408.655 	14442.431 	14996.381 	15512.159 	14437.561 	15223.08 	14744.939 	15338.381 	12826.616 	11537.967 	12544.754 	13032.44 
A,GHG,AEMIS_CONS_FP,KG_HAB,EL	15261.378 	13860.738 	13087.58 	11991.763 	11479.81 	10925.389 	10547.577 	10715.111 	11124.266 	10601.333 	9735.971 	10375.279 	11801.799 
A,GHG,AEMIS_CONS_FP,KG_HAB,ES	11256.486 	11034.138 	10044.791 	9050.047 	9399.707 	9351.031 	9446.632 	9971.481 	10206.847 	9707.541 	8078.274 	8914.631 	9487.231 
A,GHG,AEMIS_CONS_FP,KG_HAB,EU27_2020	12502.943 	12646.54 	11698.337 	11331.728 	11062.136 	10765.672 	10633.553 	10903.571 	11027.331 	10785.284 	9547.762 	10281.744 	10654.785 
A,GHG,AEMIS_CONS_FP,KG_HAB,FI	17888.764 	16531.888 	15603.249 	14967.789 	14181.232 	13175.622 	13895.414 	13281.801 	14103.858 	13284.76 	11402.047 	11830.378 	11573.071 
A,GHG,AEMIS_CONS_FP,KG_HAB,FR	11531.887 	12111.169 	11274.99 	11156.615 	10602.513 	10267.301 	10027.239 	10281.679 	10101.276 	9949.36 	8594.803 	9098.289 	9295.497 
A,GHG,AEMIS_CONS_FP,KG_HAB,HR	9232.298 	8996.645 	8516.305 	8528.752 	8216.261 	8217.526 	8419.798 	9098.129 	9270.264 	9575.262 	8658.584 	9501.824 	10842.257 
A,GHG,AEMIS_CONS_FP,KG_HAB,HU	8040.544 	7725.107 	6958.842 	7066.221 	7298.946 	6880.414 	6536.156 	7377.219 	7860.254 	8227.957 	7180.236 	7872.704 	8466.88 
A,GHG,AEMIS_CONS_FP,KG_HAB,IE	14131.678 	13647.269 	14113.811 	13835.359 	14120.585 	15050.881 	16664.896 	16849.155 	15626.741 	20898.728 	18342.169 	14332.686 	14249.658 
A,GHG,AEMIS_CONS_FP,KG_HAB,IT	13412.131 	13092.729 	11575.156 	10790.061 	10370.962 	10241.25 	10086.795 	10225.89 	10334.462 	10074.167 	8661.366 	9901.276 	10664.555 
A,GHG,AEMIS_CONS_FP,KG_HAB,LT	9980.39 	10541.325 	9980.456 	9010.196 	9040.483 	9021.129 	8658.404 	8829.548 	9658.59 	9453.37 	8121.467 	9616.082 	10079.002 
A,GHG,AEMIS_CONS_FP,KG_HAB,LU	20972.534 	21644.406 	18635.876 	17289.167 	17397.497 	18569.756 	17921.093 	16769.04 	16232.564 	15615.976 	15564.501 	16524.913 	15502.259 
A,GHG,AEMIS_CONS_FP,KG_HAB,LV	8484.837 	8796.391 	8542.154 	8796.447 	8983.673 	8601.915 	8161.621 	8503.574 	8604.88 	8778.412 	7854.539 	8984.103 	8956.867 
A,GHG,AEMIS_CONS_FP,KG_HAB,MT	15733.32 	13839.262 	12867.39 	12662.484 	12964.354 	11435.302 	10329.759 	9034.129 	9142.378 	9643.658 	8500.386 	8645.36 	9901.774 
A,GHG,AEMIS_CONS_FP,KG_HAB,NL	14650.125 	13153.494 	13090.542 	12803.032 	12077.94 	12656.693 	12318.216 	11949.035 	12171.895 	12244.671 	10761.503 	10990.803 	10642.448 
A,GHG,AEMIS_CONS_FP,KG_HAB,PL	11198.676 	11496.72 	10844.063 	10454.474 	10413.628 	10026.605 	10142.639 	10586.237 	10825.676 	10264.657 	9614.658 	10849.872 	10789.26 
A,GHG,AEMIS_CONS_FP,KG_HAB,PT	9796.904 	9031.027 	8462.279 	7829.815 	8034.33 	8091.427 	7849.059 	8424.518 	8525.674 	8195.983 	7020.087 	7377.495 	7984.151 
A,GHG,AEMIS_CONS_FP,KG_HAB,RO	6642.326 	7156.188 	6602.432 	5913.863 	6016.755 	6166.499 	6259.88 	6683.375 	7029.719 	7162.728 	6908.891 	7423.831 	8011.804 
A,GHG,AEMIS_CONS_FP,KG_HAB,SE	12358.355 	12775.604 	11457.349 	10754.901 	10457.292 	10024.306 	9948.396 	9571.587 	9616.23 	8832.03 	7898.034 	7934.459 	7907.757 
A,GHG,AEMIS_CONS_FP,KG_HAB,SI	13469.124 	13257.857 	11769.088 	11111.446 	10826.855 	10471.595 	10602.607 	11088.843 	11360.34 	11467.988 	10000.405 	10602.873 	10947.9 
A,GHG,AEMIS_CONS_FP,KG_HAB,SK	9931.649 	9886.341 	8676.42 	8429.441 	8256.478 	8417.414 	8125.934 	8421.526 	8917.87 	8986.127 	8098.418 	8833.691 	9208.87 
A,GHG,AEMIS_CONS_FP,THS_T,AT	117814.149 	122623.461 	115495.717 	115385.72 	112408.398 	107096.852 	106317.641 	109331.895 	113963.149 	112489.856 	98840.688 	108141.114 	106079.254 
A,GHG,AEMIS_CONS_FP,THS_T,BE	169851.525 	159288.373 	153250.948 	150261.127 	150939.621 	147226.757 	146515.986 	146451.081 	152400.712 	148313.813 	131328.726 	143257.069 	144372.703 
