freq,airpol,indic_env,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,GHG,AEMIS_CONS_FP,THS_T,BG	53036.014 	54184.739 	51951.521 	45686.787 	49122.997 	49392.007 	47008.464 	48526.984 	48089.157 	49110.282 	45192.037 	51244.626 	60223.426 
A,GHG,AEMIS_CONS_FP,THS_T,CY	17828.988 	15607.374 	14394.098 	12423.246 	13264.264 	13004.943 	14231.29 	15590.313 	15630.149 	15463.6 	13789.182 	14480.099 	15112.169 
A,GHG,AEMIS_CONS_FP,THS_T,CZ	133462.44 	140015.068 	122950.904 	120970.999 	115855.323 	117363.832 	116351.802 	120076.482 	122201.517 	119311.644 	107044.595 	116590.349 	121726.761 
A,GHG,AEMIS_CONS_FP,THS_T,DE	1237616.133 	1312352.144 	1218178.569 	1236256.534 	1190419.02 	1129937.414 	1101215.219 	1131708.954 	1135332.833 	1100932.703 	994722.363 	1055747.28 	1098255.04 
A,GHG,AEMIS_CONS_FP,THS_T,DK	77277.539 	76240.035 	69573.526 	73771.662 	72392.76 	68174.753 	70688.39 	70801.888 	71655.324 	68285.99 	62529.065 	66395.99 	63759.428 
A,GHG,AEMIS_CONS_FP,THS_T,EE	19524.523 	19126.61 	19102.945 	19765.185 	20391.431 	18991.269 	20030.376 	19424.746 	20276.987 	17019.611 	15339.981 	16696.214 	17578.676 
A,GHG,AEMIS_CONS_FP,THS_T,EL	169726.991 	153922.095 	144552.465 	131492.207 	125042.831 	118222.356 	113660.382 	115237.574 	119395.43 	113663.062 	104161.25 	109658.476 	123173.983 
A,GHG,AEMIS_CONS_FP,THS_T,ES	524292.169 	515765.379 	469825.579 	421770.181 	436717.29 	434096.385 	438872.925 	464384.169 	477496.849 	457404.791 	382582.403 	422944.164 	453357.773 
A,GHG,AEMIS_CONS_FP,THS_T,EU27_2020	5521092.622 	5576062.516 	5164951.329 	5007538.284 	4895965.744 	4774030.818 	4724702.653 	4851775.931 	4917999.246 	4816444.905 	4263529.503 	4584166.461 	4766100.829 
A,GHG,AEMIS_CONS_FP,THS_T,FI	95943.736 	89078.307 	84475.539 	81409.385 	77450.966 	72196.227 	76359.512 	73159.003 	77790.179 	73353.21 	63048.11 	65552.327 	64301.209 
A,GHG,AEMIS_CONS_FP,THS_T,FR	747482.964 	788774.444 	737820.294 	733785.183 	703074.54 	683271.152 	669058.513 	688029.579 	678385.003 	670408.366 	581018.224 	617253.49 	632698.172 
A,GHG,AEMIS_CONS_FP,THS_T,HR	39665.202 	38531.919 	36356.633 	36099.802 	34502.33 	34152.161 	34562.783 	36816.081 	37002.34 	37832.762 	33883.367 	36844.901 	41814.249 
A,GHG,AEMIS_CONS_FP,THS_T,HU	80405.629 	77032.654 	69034.236 	69762.922 	71770.813 	67412.615 	63791.282 	71756.408 	76299.199 	79768.592 	69435.893 	75821.477 	81325.008 
A,GHG,AEMIS_CONS_FP,THS_T,IE	64442.642 	62505.638 	64916.939 	63972.153 	65770.012 	70768.595 	79370.268 	81338.37 	76540.122 	104001.598 	92439.89 	73248.411 	74281.13 
A,GHG,AEMIS_CONS_FP,THS_T,IT	802305.716 	785915.131 	696723.055 	650765.995 	625583.727 	616826.412 	606369.909 	613576.406 	621604.029 	601720.726 	514821.622 	585493.845 	629354.473 
A,GHG,AEMIS_CONS_FP,THS_T,LT	30912.081 	31920.343 	29832.971 	26681.443 	26554.185 	26261.49 	24913.042 	25099.217 	27229.496 	26574.263 	22824.318 	27005.612 	28540.095 
A,GHG,AEMIS_CONS_FP,THS_T,LU	10632.089 	11219.313 	9894.644 	9394.242 	9678.558 	10577.407 	10430.327 	9999.982 	9868.587 	9681.921 	9812.157 	10577.002 	10124.572 
A,GHG,AEMIS_CONS_FP,THS_T,LV	17797.412 	18118.005 	17377.467 	17704.143 	17911.486 	17010.52 	15992.999 	16516.049 	16583.101 	16800.318 	14927.151 	16930.452 	16833.384 
A,GHG,AEMIS_CONS_FP,THS_T,MT	6521.587 	5760.842 	5404.664 	5379.15 	5619.801 	5079.79 	4694.927 	4219.896 	4424.024 	4859.555 	4381.864 	4479.593 	5258.961 
A,GHG,AEMIS_CONS_FP,THS_T,NL	243417.594 	219572.244 	219331.539 	215147.672 	203694.56 	214403.411 	209783.092 	204702.449 	209741.524 	212382.28 	187696.747 	192702.234 	188381.775 
A,GHG,AEMIS_CONS_FP,THS_T,PL	426028.932 	437602.591 	412759.354 	397690.246 	395840.066 	380874.733 	385116.884 	402010.505 	411102.352 	389702.595 	360701.096 	401245.172 	397279.418 
A,GHG,AEMIS_CONS_FP,THS_T,PT	103583.641 	95420.351 	89119.809 	82009.413 	83714.56 	84003.879 	81288.9 	87110.56 	88109.709 	84864.865 	72902.521 	76782.803 	83585.029 
A,GHG,AEMIS_CONS_FP,THS_T,RO	134486.323 	144179.493 	132431.812 	118180.826 	119787.439 	122192.985 	123333.829 	130918.726 	136896.536 	138753.837 	133101.516 	141958.939 	152612.867 
A,GHG,AEMIS_CONS_FP,THS_T,SE	115898.213 	120719.4 	109066.788 	103251.126 	101395.054 	98230.035 	98718.778 	96268.126 	97847.202 	90783.434 	81771.833 	82643.83 	82928.182 
A,GHG,AEMIS_CONS_FP,THS_T,SI	27592.618 	27216.298 	24210.886 	22889.057 	22324.758 	21608.461 	21894.829 	22913.853 	23560.14 	23949.574 	21025.041 	22351.693 	23122.796 
A,GHG,AEMIS_CONS_FP,THS_T,SK	53545.772 	53370.265 	46918.427 	45631.878 	44738.954 	45654.377 	44130.304 	45806.635 	48573.596 	49011.657 	44207.863 	48119.299 	50020.296 
A,GHG,AEMIS_PRD,KG_HAB,AT	9834.608 	9501.003 	9020.564 	8776.181 	8309.834 	8363.727 	8250.97 	8559.923 	8135.954 	8502.797 	7696.166 	8055.794 	7969.744 
A,GHG,AEMIS_PRD,KG_HAB,BE	12495.99 	11420.208 	11060.405 	10945.961 	10407.473 	10656.919 	10560.712 	10483.839 	10555.127 	10452.046 	9474.385 	9553.732 	9053.039 
A,GHG,AEMIS_PRD,KG_HAB,BG	8216.019 	8999.23 	8353.433 	7755.041 	8282.795 	8868.019 	8675.973 	9026.079 	8492.569 	8416.754 	7549.779 	8583.209 	9285.774 
A,GHG,AEMIS_PRD,KG_HAB,CY	12177.241 	11258.789 	10326.667 	9411.1 	9848.125 	9771.366 	10274.186 	10496.504 	10386.451 	10070.681 	9605.727 	9686.753 	9644.115 
A,GHG,AEMIS_PRD,KG_HAB,CZ	12641.356 	12350.021 	11942.704 	11494.306 	11309.001 	11326.373 	11530.589 	11364.583 	11355.422 	10732.007 	9709.129 	10471.287 	10272.638 
A,GHG,AEMIS_PRD,KG_HAB,DE	12173.201 	12038.911 	12216.839 	12371.003 	11670.458 	11682.264 	11505.344 	11333.966 	10976.205 	10214.957 	9141.458 	9583.041 	9480.802 
A,GHG,AEMIS_PRD,KG_HAB,DK	18631.621 	18374.657 	17001.798 	16585.624 	15506.773 	16019.043 	16846.641 	16581.804 	16620.15 	15956.959 	13948.136 	15262.987 	13993.865 
A,GHG,AEMIS_PRD,KG_HAB,EE	16980.947 	16798.822 	15905.286 	17418.424 	16801.006 	14545.591 	15814.106 	16748.559 	16036.004 	12093.493 	9293.315 	10181.125 	11111.213 
A,GHG,AEMIS_PRD,KG_HAB,EL	11655.669 	11360.898 	11076.979 	10053.952 	9839.601 	9705.898 	9529.276 	10074.915 	9978.274 	9480.246 	8425.921 	8610.015 	8395.467 
A,GHG,AEMIS_PRD,KG_HAB,ES	7771.067 	7745.704 	7592.003 	7041.548 	7117.754 	7390.153 	7140.766 	7414.064 	7257.034 	6820.018 	5811.628 	6211.557 	6369.104 
A,GHG,AEMIS_PRD,KG_HAB,EU27_2020	9949.232 	9705.983 	9530.435 	9294.063 	8938.112 	9057.781 	9049.947 	9135.012 	8960.77 	8593.86 	7751.707 	8197.231 	8060.312 
A,GHG,AEMIS_PRD,KG_HAB,FI	14881.994 	13276.702 	12153.085 	12195.984 	11341.536 	10699.998 	11258.829 	10680.636 	10876.702 	10316.098 	8899.631 	8870.759 	8714.691 
A,GHG,AEMIS_PRD,KG_HAB,FR	8361.476 	7941.226 	7930.344 	7840.696 	7258.994 	7273.565 	7261.112 	7352.335 	7073.022 	6885.274 	6150.684 	6486.77 	6277.689 
A,GHG,AEMIS_PRD,KG_HAB,HR	6700.679 	6642.474 	6240.582 	5998.788 	5870.898 	6052.728 	6172.406 	6475.067 	6248.764 	6350.365 	6154.308 	6358.204 	6442.025 
A,GHG,AEMIS_PRD,KG_HAB,HU	7151.853 	7072.32 	6613.042 	6398.099 	6527.787 	6911.309 	6954.899 	7238.596 	7263.76 	7160.314 	6793.004 	7015.084 	6824.171 
A,GHG,AEMIS_PRD,KG_HAB,IE	15441.377 	14651.983 	14887.184 	14849.255 	14708.838 	15175.426 	16019.035 	16244.275 	16316.665 	15626.261 	12784.675 	13167.07 	14165.787 
A,GHG,AEMIS_PRD,KG_HAB,IT	9005.564 	8733.171 	8389.852 	7770.05 	7383.909 	7560.155 	7510.829 	7472.587 	7362.626 	7248.627 	6527.835 	7133.912 	7191.107 
A,GHG,AEMIS_PRD,KG_HAB,LT	7415.156 	7779.866 	7831.445 	7503.636 	7624.293 	7913.444 	8101.4 	8493.786 	8860.497 	9064.383 	9626.889 	9676.871 	9027.902 
A,GHG,AEMIS_PRD,KG_HAB,LU	20084.487 	18083.707 	17428.243 	16732.89 	16595.105 	17968.008 	17485.978 	17087.204 	16819.957 	17248.382 	15702.124 	15542.354 	14204.084 
A,GHG,AEMIS_PRD,KG_HAB,LV	6489.56 	6150.85 	6080.91 	6061.853 	6176.018 	6328.765 	6354.383 	6555.019 	6867.193 	6920.374 	6155.862 	6410.785 	6182.184 
A,GHG,AEMIS_PRD,KG_HAB,MT	7718.556 	7733.155 	8074.1 	7299.195 	7182.1 	5432.579 	4593.928 	4826.594 	4945.805 	6060.104 	5353.456 	6334.606 	7303.962 
A,GHG,AEMIS_PRD,KG_HAB,NL	13911.662 	13027.358 	12766.263 	12768.61 	12345.091 	12729.037 	12670.049 	12399.047 	11981.823 	11675.836 	10344.655 	10515.008 	9839.653 
A,GHG,AEMIS_PRD,KG_HAB,PL	10927.006 	10874.884 	10670.279 	10557.667 	10261.502 	10342.251 	10717.992 	11193.045 	11208.398 	10664.485 	10365.349 	11364.715 	10937.91 
A,GHG,AEMIS_PRD,KG_HAB,PT	6772.104 	6647.839 	6507.069 	6347.609 	6367.63 	6782.186 	6595.595 	7124.203 	6814.152 	6499.639 	5666.769 	5576.64 	5749.14 
A,GHG,AEMIS_PRD,KG_HAB,RO	6207.278 	6609.704 	6492.737 	5965.154 	6005.495 	5978.328 	5935.439 	6138.484 	6213.863 	6083.114 	5891.929 	6147.682 	5884.949 
A,GHG,AEMIS_PRD,KG_HAB,SE	7293.502 	6671.263 	6248.779 	6049.343 	5833.661 	5825.644 	5847.456 	5618.369 	5467.695 	5271.306 	4695.314 	4875.08 	4681.026 
A,GHG,AEMIS_PRD,KG_HAB,SI	9304.061 	9031.446 	8592.711 	8386.627 	7591.802 	7863.008 	8224.241 	8425.346 	8437.375 	8243.061 	7752.529 	7644.948 	7187.069 
A,GHG,AEMIS_PRD,KG_HAB,SK	8519.725 	8309.335 	7855.104 	7786.575 	7407.225 	7538 	7609.128 	7804.49 	7761.081 	7327.605 	6813.241 	7567.99 	6828.55 
A,GHG,AEMIS_PRD,THS_T,AT	82250.802 	79729.025 	76043.273 	74420.459 	71018.803 	72285.171 	72085.988 	75306.491 	71926.068 	75504.154 	68625.666 	72146.058 	72061.236 
A,GHG,AEMIS_PRD,THS_T,BE	136151.132 	126059.267 	122847.163 	122150.434 	116657.959 	120148.191 	119667.889 	119255.32 	120614.001 	120083.343 	109321.18 	110691.397 	105741.397 
A,GHG,AEMIS_PRD,THS_T,BG	60762.38 	66129.292 	61029.249 	55526.134 	58588.943 	61936.239 	59813.366 	61408.637 	56991.914 	55691.352 	49456.31 	55853.526 	60033.429 
A,GHG,AEMIS_PRD,THS_T,CY	10100.364 	9579.89 	8921.672 	8111.794 	8395.566 	8282.835 	8749.096 	9021.945 	9036.919 	8881.857 	8568.366 	8721.526 	8802.213 
A,GHG,AEMIS_PRD,THS_T,CZ	132410.744 	129626.905 	125527.19 	120854.264 	119031.16 	119448.6 	121836.035 	120401.372 	120707.321 	114530.578 	103866.884 	110008.952 	109630.801 
A,GHG,AEMIS_PRD,THS_T,DE	995486.992 	966423.366 	982549.351 	997667.033 	945102.833 	954284.546 	947449.773 	936831.624 	909990.876 	848791.05 	760211.593 	797271.393 	794472.079 
A,GHG,AEMIS_PRD,THS_T,DK	103362.326 	102357.35 	95066.778 	93127.151 	87512.088 	91043.959 	96497.725 	95593.77 	96291.098 	92780.496 	81337.215 	89391.241 	82606.301 
A,GHG,AEMIS_PRD,THS_T,EE	22609.707 	22299.412 	21037.858 	22957.431 	22085.679 	19133.372 	20808.043 	22064.284 	21199.229 	16046.832 	12355.667 	13550.385 	14987.249 
A,GHG,AEMIS_PRD,THS_T,EL	129626.664 	126161.623 	122345.355 	110243.701 	107176.998 	105026.387 	102687.205 	108352.481 	107095.636 	101643.23 	90145.553 	91001.035 	87622.493 
A,GHG,AEMIS_PRD,THS_T,ES	361952.192 	362055.089 	355101.173 	328165.69 	330696.076 	343067.938 	331746.72 	345282.078 	339498.66 	321349.046 	275235.353 	294700.01 	304354.649 
A,GHG,AEMIS_PRD,THS_T,EU27_2020	4393416.135 	4279523.71 	4207797.405 	4107085.577 	3955898.658 	4016667.838 	4021074.447 	4064817.721 	3996348.948 	3837808.323 	3461505.672 	3654776.171 	3605540.71 
A,GHG,AEMIS_PRD,THS_T,FI	79817.37 	71538.481 	65796.449 	66333.614 	61941.935 	58630.971 	61870.674 	58831.23 	59990.72 	56961.428 	49210.891 	49153.024 	48419.746 
A,GHG,AEMIS_PRD,THS_T,FR	541980.752 	517194.998 	518951.156 	515692.838 	481358.88 	484043.176 	484491.191 	492003.701 	475012.473 	463943.98 	415793.056 	440080.677 	427291.006 
A,GHG,AEMIS_PRD,THS_T,HR	28788.476 	28449.193 	26641.433 	25391.179 	24653.511 	25155.229 	25337.369 	26201.715 	24941.998 	25090.89 	24083.461 	24654.992 	24844.315 
A,GHG,AEMIS_PRD,THS_T,HU	71518.692 	70523.241 	65603.768 	63166.729 	64187.974 	67715.307 	67878.11 	70408.06 	70509.055 	69417.986 	65691.193 	67561.797 	65546.666 
A,GHG,AEMIS_PRD,THS_T,IE	70415.071 	67107.312 	68474.094 	68660.224 	68509.942 	71354.199 	76294.209 	78418.344 	79919.386 	77763.4 	64431.526 	67291.432 	73843.925 
A,GHG,AEMIS_PRD,THS_T,IT	538707.473 	524224.674 	504995.679 	468624.24 	445402.586 	455345.117 	451515.18 	448372.029 	442852.092 	432953.852 	388007.019 	421850.851 	424373.591 
A,GHG,AEMIS_PRD,THS_T,LT	22966.828 	23558.33 	23409.278 	22220.141 	22394.478 	23036.898 	23310.36 	24144.768 	24979.513 	25480.786 	27055.109 	27176.33 	25563.759 
A,GHG,AEMIS_PRD,THS_T,LU	10181.891 	9373.635 	9253.456 	9091.983 	9232.172 	10234.649 	10177.084 	10189.715 	10225.693 	10694.014 	9898.917 	9948.101 	9276.73 
A,GHG,AEMIS_PRD,THS_T,LV	13612.209 	12668.96 	12370.511 	12200.37 	12313.633 	12515.303 	12451.649 	12731.473 	13234.275 	13244.364 	11698.901 	12081.061 	11618.691 
A,GHG,AEMIS_PRD,THS_T,MT	3199.403 	3219.065 	3391.348 	3100.771 	3113.304 	2413.26 	2087.963 	2254.531 	2393.29 	3053.759 	2759.653 	3282.276 	3879.229 
A,GHG,AEMIS_PRD,THS_T,NL	231147.74 	217466.651 	213898.247 	214569.246 	208200.062 	215628.913 	215774.92 	212411.744 	206466.266 	202515.897 	180426.293 	184360.096 	174171.518 
A,GHG,AEMIS_PRD,THS_T,PL	415693.837 	413933.463 	406144.573 	401615.711 	390057.489 	392865.023 	406963.076 	425053.928 	425636.099 	404882.246 	388863.834 	420284.864 	402752.96 
A,GHG,AEMIS_PRD,THS_T,PT	71602.127 	70239.979 	68528.681 	66484.799 	66348.202 	70411.561 	68307.385 	73665.141 	70421.76 	67300.158 	58848.522 	58040.036 	60186.998 
A,GHG,AEMIS_PRD,THS_T,RO	125677.953 	133169.2 	130231.537 	119205.806 	119563.269 	118464.257 	116941.6 	120245.019 	121008.59 	117839.945 	113509.485 	117556.34 	112099.459 
A,GHG,AEMIS_PRD,THS_T,SE	68399.384 	63038.188 	59484.464 	58075.989 	56563.818 	57086.565 	58024.798 	56507.855 	55634.967 	54183.161 	48612.657 	50777.909 	49089.646 
A,GHG,AEMIS_PRD,THS_T,SI	19060.141 	18540.141 	17676.572 	17276.058 	15654.144 	16225.56 	16983.404 	17410.033 	17498.221 	17214.685 	16299.064 	16116.154 	15179.636 
A,GHG,AEMIS_PRD,THS_T,SK	45933.485 	44856.98 	42477.097 	42151.788 	40137.154 	40884.612 	41323.635 	42450.433 	42272.828 	39965.834 	37192.304 	41224.708 	37090.988 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,AT	223.859 	247.301 	250.875 	260.474 	270.127 	255.494 	255.896 	264.962 	276.051 	258.501 	242.782 	241.341 	234.83 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,BE	225.177 	243.628 	243.883 	247.296 	259.08 	256.632 	262.281 	270.524 	280.457 	260.651 	243.108 	241.273 	240.986 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,BG	67.452 	75.213 	79.986 	85.866 	101.576 	109.481 	111.715 	120.539 	133.662 	137.903 	137.183 	145.488 	151.223 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,CY	343.374 	331.257 	340.005 	331.482 	362.253 	358.699 	401.173 	436.88 	447.493 	472.853 	464.718 	498.771 	523.156 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,CZ	242.738 	268.869 	259.369 	267.667 	283.212 	293.914 	308.539 	327.786 	337.747 	342.724 	337.238 	343.833 	338.707 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,DE	188.101 	210.536 	200.076 	205.03 	214.807 	193.437 	193.113 	197.057 	193.67 	185.595 	177.103 	183.086 	192.827 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,DK	178.494 	172.828 	176.469 	172.851 	174.216 	139.099 	150.677 	147.719 	163.114 	143 	145.293 	150.848 	148.439 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,EE	131.549 	132.261 	159.057 	164.113 	190.808 	177.117 	185.315 	194.954 	227.341 	207.752 	210.161 	243.432 	226.044 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,EL	391.172 	394.399 	409.681 	448.432 	460.385 	462.565 	477.834 	475.574 	457.772 	430.814 	405.3 	395.69 	403.905 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,ES	280.121 	268.257 	254.563 	247.114 	253.196 	167.215 	166.55 	157.8 	152.114 	148.739 	131.352 	140.675 	154.321 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,EU27_2020	212.304 	222.141 	216.282 	218.033 	225.974 	201.927 	203.287 	205.966 	204.337 	196.605 	183.164 	185.754 	191.987 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,FI	308.642 	295.298 	307.28 	305.181 	310.056 	268.559 	263.161 	261.953 	278.384 	251.254 	231.044 	226.54 	228.157 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,FR	296.347 	311.141 	302.837 	302.047 	303.07 	278.824 	274.086 	268.702 	251.221 	225.862 	201.234 	189.432 	183.957 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,HR	154.976 	171.343 	184.682 	198.955 	218.885 	231.421 	259.024 	301.467 	348.678 	377.79 	402.275 	444.837 	489.378 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,HU	111.177 	120.258 	120.127 	129.94 	149.831 	150.562 	145.054 	150.771 	164.253 	167.202 	163.839 	167.818 	174.033 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,IE	281.368 	277.38 	270.098 	281.922 	296.921 	279.551 	342.643 	349.467 	322.13 	445.809 	384.812 	293.485 	310.701 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,IT	229.101 	234.807 	223.269 	221.161 	224.762 	197.705 	195.627 	195.471 	196.471 	188.611 	169.493 	175.323 	184.543 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,LT	102.457 	117.859 	130.274 	146.678 	171.002 	182.36 	223.109 	231.37 	207.149 	195.224 	182.097 	203.7 	228.074 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,LU	275.911 	295.864 	283.786 	294.225 	306.581 	288.599 	286.703 	294.135 	285.701 	277.256 	257.71 	273.57 	259.619 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,LV	105.258 	110.407 	120.581 	132.919 	146.299 	137.46 	142.131 	151.271 	167.94 	159.962 	158.733 	182.64 	183.502 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,MT	305.181 	327.772 	359.319 	400.271 	428.589 	407.85 	414.246 	402.827 	378.473 	363.087 	354.868 	351.122 	369.846 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,NL	156.751 	161.069 	145.892 	149.833 	146.098 	151.595 	144.455 	155.176 	150.611 	155.406 	143.44 	147.504 	178.897 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,PL	133.788 	146.892 	147.716 	140.627 	155.109 	127.948 	128.301 	135.516 	138.171 	130.708 	126.421 	136.132 	134.21 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,PT	189.924 	188.653 	183 	191 	203.416 	188.014 	193.75 	202.074 	209.304 	212.472 	197.98 	202.348 	210.181 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,RO	64.59 	72.009 	73.779 	76.787 	83.738 	87.556 	96.464 	109.294 	117.3 	120.065 	123.522 	132.31 	142.138 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,SE	184.113 	190.235 	188.804 	182.54 	190.38 	168.87 	167.349 	167.738 	172.074 	153.98 	142.376 	141.934 	141.783 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,SI	191.786 	202.379 	203.264 	211.398 	224.03 	210.551 	218.726 	223.904 	226.086 	218.849 	206.318 	233.575 	244.345 
A,HFC_CO2E,AEMIS_CONS_FP,KG_HAB,SK	109.336 	111.542 	106.363 	110.066 	121.02 	118.629 	113.55 	126.205 	131.304 	133.534 	126.063 	136.331 	130.386 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,AT	1872.226 	2075.261 	2114.876 	2208.769 	2308.602 	2208.156 	2235.674 	2331.023 	2440.438 	2295.47 	2164.851 	2161.398 	2123.301 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,BE	2453.437 	2689.228 	2708.793 	2759.681 	2904.039 	2893.324 	2972.012 	3077.249 	3204.793 	2994.618 	2805.129 	2795.44 	2814.77 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,BG	498.844 	552.686 	584.372 	614.802 	718.508 	764.638 	770.176 	820.086 	896.977 	912.469 	898.643 	946.732 	977.674 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,CY	284.81 	281.86 	293.746 	285.717 	308.822 	304.056 	341.623 	375.507 	389.349 	417.034 	414.531 	449.071 	477.486 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,CZ	2542.542 	2822.074 	2726.169 	2814.319 	2980.905 	3099.637 	3260.122 	3472.705 	3590.227 	3657.509 	3607.72 	3612.229 	3614.718 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,DE	15382.293 	16900.771 	16091.295 	16534.797 	17395.595 	15801.235 	15902.559 	16288.171 	16056.323 	15421.622 	14728.065 	15232.048 	16158.485 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,DK	990.228 	962.753 	986.74 	970.546 	983.185 	790.565 	863.079 	851.595 	945.023 	831.46 	847.263 	883.479 	876.243 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,EE	175.154 	175.568 	210.384 	216.3 	250.825 	232.981 	243.835 	256.829 	300.54 	275.666 	279.414 	323.991 	304.897 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,EL	4350.355 	4379.76 	4524.931 	4917.147 	5014.704 	5005.365 	5149.121 	5114.649 	4913.213 	4619.008 	4336.14 	4182.129 	4215.508 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,ES	13047.165 	12539.034 	11906.675 	11516.531 	11763.684 	7762.499 	7737.619 	7348.924 	7116.188 	7008.367 	6220.771 	6674.134 	7374.393 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,EU27_2020	93750.1 	97945.519 	95491.068 	96349.548 	100013.18 	89544.527 	90324.604 	91649.05 	91130.583 	87799.022 	81791.251 	82819.218 	85879.536 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,FI	1655.353 	1591.144 	1663.603 	1659.87 	1693.375 	1471.578 	1446.147 	1442.894 	1535.436 	1387.327 	1277.565 	1255.264 	1267.665 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,FR	19208.824 	20263.944 	19817.234 	19866.055 	20097.196 	18555.24 	18288.16 	17981.016 	16871.578 	15219.042 	13603.624 	12851.583 	12521.027 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,HR	665.833 	733.85 	788.419 	842.121 	919.158 	961.789 	1063.279 	1219.901 	1391.753 	1492.685 	1574.209 	1724.93 	1887.335 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,HU	1111.771 	1199.183 	1191.707 	1282.866 	1473.289 	1475.168 	1415.689 	1466.516 	1594.4 	1620.993 	1584.388 	1616.246 	1671.602 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,IE	1283.081 	1270.424 	1242.325 	1303.554 	1382.979 	1314.435 	1631.912 	1687.033 	1577.802 	2218.547 	1939.355 	1499.88 	1619.631 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,IT	13704.71 	14094.735 	13438.816 	13338.573 	13557.79 	11907.718 	11760.187 	11728.727 	11817.464 	11265.563 	10074.483 	10367.431 	10890.57 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,LT	317.339 	356.891 	389.406 	434.351 	502.277 	530.871 	641.957 	657.7 	583.993 	548.791 	511.761 	572.067 	645.824 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,LU	139.874 	153.36 	150.675 	159.87 	170.557 	164.387 	166.865 	175.403 	173.692 	171.899 	162.465 	175.102 	169.558 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,LV	220.785 	227.407 	245.301 	267.518 	291.689 	271.83 	278.511 	293.806 	323.65 	306.138 	301.663 	344.183 	344.87 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,MT	126.5 	136.441 	150.924 	170.039 	185.785 	181.175 	188.277 	188.163 	183.144 	182.964 	182.931 	181.934 	196.43 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,NL	2604.478 	2688.731 	2444.422 	2517.857 	2463.945 	2568.006 	2460.105 	2658.365 	2595.27 	2695.497 	2501.814 	2586.187 	3166.652 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,PL	5089.658 	5591.174 	5622.545 	5349.488 	5895.965 	4860.278 	4871.604 	5146.206 	5246.994 	4962.376 	4742.795 	5034.354 	4941.861 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,PT	2008.083 	1993.274 	1927.25 	2000.527 	2119.515 	1951.935 	2006.57 	2089.467 	2163.083 	2200.028 	2055.987 	2105.977 	2200.361 
